init_strategy,profile,seed,generation,best_duration_s
baseline,standard,20250841,78,9.91996459960938
baseline,standard,20250841,79,9.91996459960938
baseline,standard,20250841,80,9.91996459960938
baseline,standard,20250841,81,9.921313476562514
baseline,standard,20250841,82,9.921313476562514
baseline,standard,20250841,83,9.921313476562514
baseline,standard,20250841,84,9.92155761718752
baseline,standard,20250841,85,9.922314453124995
baseline,standard,20250841,86,9.922314453124995
baseline,standard,20250841,87,9.922314453124995
baseline,standard,20250841,88,9.922314453124995
baseline,standard,20250841,89,9.924316406250004
baseline,standard,20250841,90,9.924316406250004
baseline,standard,20250841,91,9.925109863281273
baseline,standard,20250841,92,9.925109863281273
baseline,standard,20250841,93,9.925109863281273
baseline,standard,20250841,94,9.925109863281273
baseline,standard,20250841,95,9.925872802734382
baseline,standard,20250841,96,9.92587280273439
baseline,standard,20250841,97,9.925891113281256
baseline,standard,20250841,98,9.92881469726563
baseline,standard,20250841,99,9.929718017578129
baseline,standard,20250841,100,9.949084472656256
baseline,standard,20250841,101,9.95706176757813
baseline,standard,20250841,102,9.961486816406255
baseline,standard,20250841,103,9.976528930664086
baseline,standard,20250841,104,10.001428222656262
baseline,standard,20250841,105,10.001428222656262
baseline,standard,20250841,106,10.003729248046886
baseline,standard,20250841,107,10.003729248046886
baseline,standard,20250841,108,10.003729248046886
baseline,standard,20250841,109,10.010559082031257
baseline,standard,20250841,110,10.010559082031257
baseline,standard,20250841,111,10.010559082031257
baseline,standard,20250841,112,10.010559082031257
baseline,standard,20250841,113,10.016162109375022
baseline,standard,20250841,114,10.016162109375022
baseline,standard,20250841,115,10.016162109375022
baseline,standard,20250841,116,10.017315673828143
baseline,standard,20250841,117,10.02066650390624
baseline,standard,20250841,118,10.03207397460938
baseline,standard,20250841,119,10.036132812500007
baseline,standard,20250841,120,10.044158935546887
baseline,standard,20250841,121,10.046447753906248
baseline,standard,20250841,122,10.051879882812512
baseline,standard,20250841,123,10.071777343750004
baseline,standard,20250841,124,10.083367919921878
baseline,standard,20250841,125,10.093200683593766
baseline,standard,20250841,126,10.093200683593766
baseline,standard,20250841,127,10.096026611328123
baseline,standard,20250841,128,10.096026611328123
baseline,standard,20250841,129,10.096026611328123
baseline,standard,20250841,130,10.096026611328123
baseline,standard,20250841,131,10.105871582031265
baseline,standard,20250841,132,10.11861572265626
baseline,standard,20250841,133,10.11861572265626
baseline,standard,20250841,134,10.13589477539063
baseline,standard,20250841,135,10.154974365234395
baseline,standard,20250841,136,10.154974365234395
baseline,standard,20250841,137,10.154974365234395
baseline,standard,20250841,138,10.16027832031251
baseline,standard,20250841,139,10.160406494140638
baseline,standard,20250841,140,10.168786621093751
baseline,standard,20250841,141,10.168786621093751
baseline,standard,20250841,142,10.168786621093751
baseline,standard,20250841,143,10.172540283203123
baseline,standard,20250841,144,10.18999633789063
baseline,standard,20250841,145,10.194128417968766
baseline,standard,20250841,146,10.200036621093767
baseline,standard,20250841,147,10.205480957031254
baseline,standard,20250841,148,10.205480957031254
baseline,standard,20250841,149,10.205480957031254
baseline,standard,20250841,150,10.205480957031254
baseline,standard,20250841,151,10.205480957031254
baseline,standard,20250841,152,10.205480957031254
baseline,standard,20250841,153,10.205480957031254
baseline,standard,20250841,154,10.211495971679716
baseline,standard,20250841,155,10.2197692871094
baseline,standard,20250841,156,10.2197692871094
baseline,standard,20250841,157,10.2197692871094
baseline,standard,20250841,158,10.22235717773439
baseline,standard,20250841,159,10.22235717773439
baseline,standard,20250841,160,10.22235717773439
baseline,standard,20250841,161,10.23943481445312
baseline,standard,20250841,162,10.23943481445312
baseline,standard,20250841,163,10.23943481445312
baseline,standard,20250841,164,10.23943481445312
baseline,standard,20250841,165,10.23943481445312
baseline,standard,20250841,166,10.23943481445312
baseline,standard,20250841,167,10.23943481445312
baseline,standard,20250841,168,10.24149169921876
baseline,standard,20250841,169,10.24149169921876
