init_strategy,profile,seed,generation,best_duration_s
baseline,standard,20250841,661,11.110412597656278
baseline,standard,20250841,662,11.111987304687528
baseline,standard,20250841,663,11.125561523437533
baseline,standard,20250841,664,11.130865478515659
baseline,standard,20250841,665,11.130865478515659
baseline,standard,20250841,666,11.130865478515659
baseline,standard,20250841,667,11.132586669921913
baseline,standard,20250841,668,11.1329040527344
baseline,standard,20250841,669,11.133544921875034
baseline,standard,20250841,670,11.133544921875034
baseline,standard,20250841,671,11.135015869140641
baseline,standard,20250841,672,11.135668945312537
baseline,standard,20250841,673,11.135668945312537
baseline,standard,20250841,674,11.135668945312537
baseline,standard,20250841,675,11.135668945312537
baseline,standard,20250841,676,11.135668945312537
baseline,standard,20250841,677,11.137402343750036
baseline,standard,20250841,678,11.137402343750036
baseline,standard,20250841,679,11.139270019531281
baseline,standard,20250841,680,11.139831542968784
baseline,standard,20250841,681,11.139831542968784
baseline,standard,20250841,682,11.141693115234412
baseline,standard,20250841,683,11.145434570312533
baseline,standard,20250841,684,11.14908447265626
baseline,standard,20250841,685,11.149334716796893
baseline,standard,20250841,686,11.149334716796893
baseline,standard,20250841,687,11.149334716796893
baseline,standard,20250841,688,11.149334716796893
baseline,standard,20250841,689,11.149334716796893
baseline,standard,20250841,690,11.150646972656281
baseline,standard,20250841,691,11.151812744140646
baseline,standard,20250841,692,11.153863525390662
baseline,standard,20250841,693,11.153863525390662
baseline,standard,20250841,694,11.153863525390662
baseline,standard,20250841,695,11.154974365234398
baseline,standard,20250841,696,11.154974365234398
baseline,standard,20250841,697,11.156182861328146
baseline,standard,20250841,698,11.157135009765643
baseline,standard,20250841,699,11.157135009765643
baseline,standard,20250841,700,11.157135009765643
baseline,standard,20250841,701,11.157135009765643
baseline,standard,20250841,702,11.157135009765643
baseline,standard,20250841,703,11.158758544921891
baseline,standard,20250841,704,11.159143066406278
baseline,standard,20250841,705,11.162683105468775
baseline,standard,20250841,706,11.164782714843778
baseline,standard,20250841,707,11.165234375000026
baseline,standard,20250841,708,11.165234375000026
baseline,standard,20250841,709,11.165234375000026
baseline,standard,20250841,710,11.165234375000026
baseline,standard,20250841,711,11.165234375000026
baseline,standard,20250841,712,11.165277099609396
baseline,standard,20250841,713,11.165277099609396
baseline,standard,20250841,714,11.16667480468751
baseline,standard,20250841,715,11.167718505859394
baseline,standard,20250841,716,11.169195556640641
baseline,standard,20250841,717,11.169842529296892
baseline,standard,20250841,718,11.169842529296892
baseline,standard,20250841,719,11.169842529296892
baseline,standard,20250841,720,11.171917724609408
baseline,standard,20250841,721,11.177264404296885
baseline,standard,20250841,722,11.18031616210941
baseline,standard,20250841,723,11.185784912109394
baseline,standard,20250841,724,11.186590576171902
baseline,standard,20250841,725,11.186590576171902
baseline,standard,20250841,726,11.189892578125022
baseline,standard,20250841,727,11.189892578125022
baseline,standard,20250841,728,11.190820312500028
baseline,standard,20250841,729,11.19418334960941
baseline,standard,20250841,730,11.19418334960941
baseline,standard,20250841,731,11.19616088867189
baseline,standard,20250841,732,11.19744262695315
baseline,standard,20250841,733,11.19744262695315
baseline,standard,20250841,734,11.19881591796877
baseline,standard,20250841,735,11.202941894531271
baseline,standard,20250841,736,11.202941894531271
baseline,standard,20250841,737,11.203039550781277
baseline,standard,20250841,738,11.203167724609397
baseline,standard,20250841,739,11.203167724609397
baseline,standard,20250841,740,11.205816650390652
baseline,standard,20250841,741,11.207531738281283
baseline,standard,20250841,742,11.208020019531281
baseline,standard,20250841,743,11.21087646484379
baseline,standard,20250841,744,11.211114501953139
baseline,standard,20250841,745,11.211114501953139
baseline,standard,20250841,746,11.211114501953139
baseline,standard,20250841,747,11.213250732421912
baseline,standard,20250841,748,11.213250732421912
baseline,standard,20250841,749,11.213250732421912
baseline,standard,20250841,750,11.215557861328158
baseline,standard,20250841,751,11.215557861328158
baseline,standard,20250841,752,11.215557861328158
baseline,standard,20250841,753,11.215557861328158
baseline,standard,20250841,754,11.215557861328158
baseline,standard,20250841,755,11.215557861328158
baseline,standard,20250841,756,11.215557861328158
baseline,standard,20250841,757,11.215557861328158
baseline,standard,20250841,758,11.215844726562544
baseline,standard,20250841,759,11.215844726562544
baseline,standard,20250841,760,11.221875000000027
baseline,standard,20250841,761,11.222882080078156
baseline,standard,20250841,762,11.222882080078156
baseline,standard,20250841,763,11.22408447265628
baseline,standard,20250841,764,11.22408447265628
baseline,standard,20250841,765,11.22408447265628
baseline,standard,20250841,766,11.224713134765654
baseline,standard,20250841,767,11.225177001953146
baseline,standard,20250841,768,11.225207519531267
baseline,standard,20250841,769,11.22618408203127
baseline,standard,20250841,770,11.227868652343773
baseline,standard,20250841,771,11.227868652343773
baseline,standard,20250841,772,11.227868652343773
baseline,standard,20250841,773,11.228320312500024
baseline,standard,20250841,774,11.22972412109378
baseline,standard,20250841,775,11.22972412109378
baseline,standard,20250841,776,11.22972412109378
baseline,standard,20250841,777,11.231213378906277
baseline,standard,20250841,778,11.231710815429725
baseline,standard,20250841,779,11.231710815429725
baseline,standard,20250841,780,11.231710815429725
baseline,standard,20250841,781,11.231710815429725
baseline,standard,20250841,782,11.231710815429725
baseline,standard,20250841,783,11.233087158203144
baseline,standard,20250841,784,11.233087158203144
baseline,standard,20250841,785,11.2331237792969
baseline,standard,20250841,786,11.2331237792969
baseline,standard,20250841,787,11.2331237792969
baseline,standard,20250841,788,11.2331237792969
baseline,standard,20250841,789,11.233923339843761
baseline,standard,20250841,790,11.233923339843761
baseline,standard,20250841,791,11.236260986328148
baseline,standard,20250841,792,11.236260986328148
baseline,standard,20250841,793,11.236260986328148
baseline,standard,20250841,794,11.236260986328148
baseline,standard,20250841,795,11.236260986328148
baseline,standard,20250841,796,11.236376953125012
baseline,standard,20250841,797,11.238336181640644
baseline,standard,20250841,798,11.238592529296906
baseline,standard,20250841,799,11.240820312500038
baseline,standard,20250841,800,11.240820312500038
baseline,standard,20250841,801,11.242811066109407
baseline,standard,20250841,802,11.242811066109407
baseline,standard,20250841,803,11.244616699218781
baseline,standard,20250841,804,11.244616699218781
baseline,standard,20250841,805,11.244616699218781
baseline,standard,20250841,806,11.244616699218781
baseline,standard,20250841,807,11.247411173340645
baseline,standard,20250841,808,11.248620605468782
baseline,standard,20250841,809,11.249527111821887
baseline,standard,20250841,810,11.25119472593127
baseline,standard,20250841,811,11.254037595125006
baseline,standard,20250841,812,11.255728285196891
baseline,standard,20250841,813,11.255728285196891
baseline,standard,20250841,814,11.255728285196891
baseline,standard,20250841,815,11.255728285196891
baseline,standard,20250841,816,11.255728285196891
baseline,standard,20250841,817,11.255728285196891
baseline,standard,20250841,818,11.255728285196891
baseline,standard,20250841,819,11.25962183437813
baseline,standard,20250841,820,11.25962183437813
baseline,standard,20250841,821,11.25962183437813
baseline,standard,20250841,822,11.260337537634374
baseline,standard,20250841,823,11.260337537634374
baseline,standard,20250841,824,11.260337537634374
baseline,standard,20250841,825,11.260337537634374
baseline,standard,20250841,826,11.261134859781269
baseline,standard,20250841,827,11.261134859781269
baseline,standard,20250841,828,11.262485844959393
baseline,standard,20250841,829,11.262485844959393
baseline,standard,20250841,830,11.26655199801251
baseline,standard,20250841,831,11.26655199801251
baseline,standard,20250841,832,11.26655199801251
baseline,standard,20250841,833,11.26655199801251
baseline,standard,20250841,834,11.26655199801251
baseline,standard,20250841,835,11.267457002096906
baseline,standard,20250841,836,11.267777935528134
baseline,standard,20250841,837,11.267777935528134
baseline,standard,20250841,838,11.269461530440633
baseline,standard,20250841,839,11.269461530440633
baseline,standard,20250841,840,11.269461530440633
baseline,standard,20250841,841,11.269461530440633
baseline,standard,20250841,842,11.269461530440633
baseline,standard,20250841,843,11.269461530440633
baseline,standard,20250841,844,11.269461530440633
baseline,standard,20250841,845,11.269532905043757
baseline,standard,20250841,846,11.269532905043757
baseline,standard,20250841,847,11.269532905043757
baseline,standard,20250841,848,11.272826942525018
baseline,standard,20250841,849,11.272826942525018
baseline,standard,20250841,850,11.272826942525018
baseline,standard,20250841,851,11.272830825906258
baseline,standard,20250841,852,11.272830825906258
baseline,standard,20250841,853,11.27318001236564
baseline,standard,20250841,854,11.273448746253134
baseline,standard,20250841,855,11.273637940437503
baseline,standard,20250841,856,11.27583109050938
baseline,standard,20250841,857,11.276422046162512
baseline,standard,20250841,858,11.276422046162512
baseline,standard,20250841,859,11.277420289646882
baseline,standard,20250841,860,11.277420289646882
baseline,standard,20250841,861,11.277876456853123
baseline,standard,20250841,862,11.278680305500004
baseline,standard,20250841,863,11.278680305500004
baseline,standard,20250841,864,11.278680305500004
baseline,standard,20250841,865,11.278680305500004
baseline,standard,20250841,866,11.281985905775002
baseline,standard,20250841,867,11.282015935475
baseline,standard,20250841,868,11.283670665290622
baseline,standard,20250841,869,11.283731843932802
baseline,standard,20250841,870,11.283731843932802
baseline,standard,20250841,871,11.284648682267186
baseline,standard,20250841,872,11.286843812087506
baseline,standard,20250841,873,11.286843812087506
baseline,standard,20250841,874,11.287033236131256
baseline,standard,20250841,875,11.287033236131256
baseline,standard,20250841,876,11.287199035353133
baseline,standard,20250841,877,11.28826897941251
baseline,standard,20250841,878,11.28996643046563
baseline,standard,20250841,879,11.291009176762511
baseline,standard,20250841,880,11.291009176762511
baseline,standard,20250841,881,11.291009176762511
baseline,standard,20250841,882,11.291317445393762
baseline,standard,20250841,883,11.291317445393762
baseline,standard,20250841,884,11.291317445393762
baseline,standard,20250841,885,11.291317445393762
baseline,standard,20250841,886,11.294476694509378
baseline,standard,20250841,887,11.300998239028122
baseline,standard,20250841,888,11.304041519574985
baseline,standard,20250841,889,11.304041519574985
baseline,standard,20250841,890,11.304850792937492
baseline,standard,20250841,891,11.310870665495312
baseline,standard,20250841,892,11.310870665495312
baseline,standard,20250841,893,11.31108008497187
baseline,standard,20250841,894,11.31455896839687
baseline,standard,20250841,895,11.314943534690624
baseline,standard,20250841,896,11.317088241912495
baseline,standard,20250841,897,11.317088241912495
baseline,standard,20250841,898,11.320856796856237
baseline,standard,20250841,899,11.32105367407187
baseline,standard,20250841,900,11.322563346071863
baseline,standard,20250842,1,9.823895263671874
baseline,standard,20250842,2,9.82506713867188
baseline,standard,20250842,3,9.82628173828126
baseline,standard,20250842,4,9.831359863281257
baseline,standard,20250842,5,9.831359863281257
baseline,standard,20250842,6,9.833258056640627
baseline,standard,20250842,7,9.83431396484376
baseline,standard,20250842,8,9.835675048828122
baseline,standard,20250842,9,9.836236572265626
baseline,standard,20250842,10,9.836907958984394
baseline,standard,20250842,11,9.837548828125005
baseline,standard,20250842,12,9.838208007812486
baseline,standard,20250842,13,9.838208007812486
baseline,standard,20250842,14,9.838208007812486
baseline,standard,20250842,15,9.83981933593752
baseline,standard,20250842,16,9.84307250976563
baseline,standard,20250842,17,9.843072509765634
baseline,standard,20250842,18,9.844824218750002
baseline,standard,20250842,19,9.844824218750002
baseline,standard,20250842,20,9.846563720703134
baseline,standard,20250842,21,9.846563720703134
baseline,standard,20250842,22,9.84798583984377
baseline,standard,20250842,23,9.85054931640625
baseline,standard,20250842,24,9.850695800781265
baseline,standard,20250842,25,9.85361938476564
baseline,standard,20250842,26,9.855261230468752
baseline,standard,20250842,27,9.856890869140635
baseline,standard,20250842,28,9.860021972656266
baseline,standard,20250842,29,9.860021972656266
baseline,standard,20250842,30,9.860021972656266
baseline,standard,20250842,31,9.860791015625018
baseline,standard,20250842,32,9.861743164062508
baseline,standard,20250842,33,9.861743164062508
baseline,standard,20250842,34,9.863079833984361
baseline,standard,20250842,35,9.867553710937528
baseline,standard,20250842,36,9.8680419921875
baseline,standard,20250842,37,9.868206787109372
baseline,standard,20250842,38,9.86886596679689
baseline,standard,20250842,39,9.875433349609388
baseline,standard,20250842,40,9.875494384765616
baseline,standard,20250842,41,9.880773925781263
baseline,standard,20250842,42,9.882714843750005
baseline,standard,20250842,43,9.882714843750005
baseline,standard,20250842,44,9.884832763671866
baseline,standard,20250842,45,9.88536376953125
baseline,standard,20250842,46,9.88536376953125
baseline,standard,20250842,47,9.889099121093759
baseline,standard,20250842,48,9.891552734374999
baseline,standard,20250842,49,9.891552734374999
baseline,standard,20250842,50,9.891552734374999
baseline,standard,20250842,51,9.893157958984384
baseline,standard,20250842,52,9.893157958984384
baseline,standard,20250842,53,9.895819091796879
baseline,standard,20250842,54,9.899279785156256
baseline,standard,20250842,55,9.899279785156256
baseline,standard,20250842,56,9.899279785156256
baseline,standard,20250842,57,9.899279785156256
baseline,standard,20250842,58,9.899279785156256
baseline,standard,20250842,59,9.899279785156256
baseline,standard,20250842,60,9.899279785156256
baseline,standard,20250842,61,9.899279785156256
baseline,standard,20250842,62,9.901080322265617
baseline,standard,20250842,63,9.901080322265617
baseline,standard,20250842,64,9.901080322265617
baseline,standard,20250842,65,9.901080322265617
baseline,standard,20250842,66,9.901080322265617
baseline,standard,20250842,67,9.901080322265617
baseline,standard,20250842,68,9.901080322265617
baseline,standard,20250842,69,9.901080322265617
baseline,standard,20250842,70,9.902990722656249
baseline,standard,20250842,71,9.902990722656249
baseline,standard,20250842,72,9.902990722656249
baseline,standard,20250842,73,9.902990722656249
baseline,standard,20250842,74,9.903869628906262
baseline,standard,20250842,75,9.903869628906262
baseline,standard,20250842,76,9.905364990234382
baseline,standard,20250842,77,9.905364990234382
baseline,standard,20250842,78,9.905364990234382
baseline,standard,20250842,79,9.905364990234382
baseline,standard,20250842,80,9.909753417968759
baseline,standard,20250842,81,9.909753417968759
baseline,standard,20250842,82,9.909753417968759
baseline,standard,20250842,83,9.913891601562494
baseline,standard,20250842,84,9.913891601562494
baseline,standard,20250842,85,9.914843750000017
baseline,standard,20250842,86,9.920385742187522
baseline,standard,20250842,87,9.92698974609375
baseline,standard,20250842,88,9.930108642578137
baseline,standard,20250842,89,9.932635498046889
baseline,standard,20250842,90,9.932635498046889
baseline,standard,20250842,91,9.933068847656244
baseline,standard,20250842,92,9.933068847656244
baseline,standard,20250842,93,9.934515380859395
baseline,standard,20250842,94,9.934515380859395
baseline,standard,20250842,95,9.936413574218754
baseline,standard,20250842,96,9.936413574218754
baseline,standard,20250842,97,9.936413574218754
baseline,standard,20250842,98,9.936413574218754
baseline,standard,20250842,99,9.936621093750018
baseline,standard,20250842,100,9.939190673828138
baseline,standard,20250842,101,9.941815185546892
baseline,standard,20250842,102,9.941815185546892
baseline,standard,20250842,103,9.941815185546892
baseline,standard,20250842,104,9.941815185546892
baseline,standard,20250842,105,9.94319763183595
baseline,standard,20250842,106,9.94319763183595
baseline,standard,20250842,107,9.948376464843758
baseline,standard,20250842,108,9.949487304687498
baseline,standard,20250842,109,9.951354980468764
baseline,standard,20250842,110,9.952276611328136
baseline,standard,20250842,111,9.952276611328136
baseline,standard,20250842,112,9.952276611328136
baseline,standard,20250842,113,9.954974365234381
baseline,standard,20250842,114,9.954974365234381
baseline,standard,20250842,115,9.954974365234381
baseline,standard,20250842,116,9.954974365234381
baseline,standard,20250842,117,9.954974365234381
baseline,standard,20250842,118,9.955102539062494
baseline,standard,20250842,119,9.955102539062494
baseline,standard,20250842,120,9.955322265625028
baseline,standard,20250842,121,9.956109619140634
baseline,standard,20250842,122,9.956109619140634
baseline,standard,20250842,123,9.956286621093762
baseline,standard,20250842,124,9.958679199218743
baseline,standard,20250842,125,9.958679199218743
baseline,standard,20250842,126,9.958679199218743
baseline,standard,20250842,127,9.959918212890628
baseline,standard,20250842,128,9.963464355468746
baseline,standard,20250842,129,9.96498413085938
baseline,standard,20250842,130,9.96498413085938
baseline,standard,20250842,131,9.985015869140618
baseline,standard,20250842,132,9.98667602539064
baseline,standard,20250842,133,9.988446044921872
baseline,standard,20250842,134,9.988446044921872
baseline,standard,20250842,135,9.99133300781251
baseline,standard,20250842,136,9.99133300781251
baseline,standard,20250842,137,9.996002197265632
baseline,standard,20250842,138,9.996002197265632
baseline,standard,20250842,139,9.996002197265632
baseline,standard,20250842,140,9.998724365234356
baseline,standard,20250842,141,9.998724365234356
baseline,standard,20250842,142,9.998724365234356
baseline,standard,20250842,143,9.998724365234356
baseline,standard,20250842,144,9.998724365234356
baseline,standard,20250842,145,9.998724365234356
baseline,standard,20250842,146,9.998730468749992
baseline,standard,20250842,147,9.998730468749992
baseline,standard,20250842,148,9.998730468749992
baseline,standard,20250842,149,9.998730468749992
baseline,standard,20250842,150,9.998730468749992
baseline,standard,20250842,151,9.998730468749992
baseline,standard,20250842,152,10.004217529296888
baseline,standard,20250842,153,10.004571533203123
baseline,standard,20250842,154,10.007379150390642
baseline,standard,20250842,155,10.007794189453142
baseline,standard,20250842,156,10.007794189453142
baseline,standard,20250842,157,10.007794189453142
baseline,standard,20250842,158,10.014923095703143
baseline,standard,20250842,159,10.014923095703143
baseline,standard,20250842,160,10.014923095703143
baseline,standard,20250842,161,10.018017578125011
baseline,standard,20250842,162,10.018072509765638
baseline,standard,20250842,163,10.018072509765638
baseline,standard,20250842,164,10.018072509765638
baseline,standard,20250842,165,10.018072509765638
baseline,standard,20250842,166,10.01870117187501
baseline,standard,20250842,167,10.032922363281257
baseline,standard,20250842,168,10.032922363281257
baseline,standard,20250842,169,10.033920288085964
baseline,standard,20250842,170,10.040844726562506
baseline,standard,20250842,171,10.040844726562506
baseline,standard,20250842,172,10.040844726562506
baseline,standard,20250842,173,10.044653320312506
baseline,standard,20250842,174,10.044653320312506
baseline,standard,20250842,175,10.044653320312506
baseline,standard,20250842,176,10.05377807617188
baseline,standard,20250842,177,10.05377807617188
baseline,standard,20250842,178,10.05377807617188
baseline,standard,20250842,179,10.055102539062506
baseline,standard,20250842,180,10.055950927734369
baseline,standard,20250842,181,10.055950927734369
baseline,standard,20250842,182,10.055950927734369
baseline,standard,20250842,183,10.055950927734369
baseline,standard,20250842,184,10.056854248046886
baseline,standard,20250842,185,10.056854248046886
baseline,standard,20250842,186,10.056854248046886
baseline,standard,20250842,187,10.057147216796887
baseline,standard,20250842,188,10.05935058593752
baseline,standard,20250842,189,10.05935058593752
baseline,standard,20250842,190,10.05935058593752
baseline,standard,20250842,191,10.05935058593752
baseline,standard,20250842,192,10.06088256835939
baseline,standard,20250842,193,10.063305664062511
baseline,standard,20250842,194,10.063305664062511
baseline,standard,20250842,195,10.063305664062511
baseline,standard,20250842,196,10.063305664062511
baseline,standard,20250842,197,10.064355468750005
baseline,standard,20250842,198,10.072943115234391
baseline,standard,20250842,199,10.086206054687514
baseline,standard,20250842,200,10.089013671875028
baseline,standard,20250842,201,10.089013671875028
baseline,standard,20250842,202,10.1098815917969
baseline,standard,20250842,203,10.117541503906269
baseline,standard,20250842,204,10.130621337890638
baseline,standard,20250842,205,10.16047973632814
baseline,standard,20250842,206,10.16047973632814
baseline,standard,20250842,207,10.16047973632814
baseline,standard,20250842,208,10.190039062500004
baseline,standard,20250842,209,10.19962158203125
baseline,standard,20250842,210,10.19962158203125
baseline,standard,20250842,211,10.21816406250002
baseline,standard,20250842,212,10.223852539062516
baseline,standard,20250842,213,10.223852539062516
baseline,standard,20250842,214,10.223852539062516
baseline,standard,20250842,215,10.223852539062516
baseline,standard,20250842,216,10.22755737304691
baseline,standard,20250842,217,10.230065917968767
baseline,standard,20250842,218,10.230065917968767
baseline,standard,20250842,219,10.231628417968757
baseline,standard,20250842,220,10.241058349609387
baseline,standard,20250842,221,10.244140625000027
baseline,standard,20250842,222,10.247967529296904
baseline,standard,20250842,223,10.247967529296904
baseline,standard,20250842,224,10.251483154296855
baseline,standard,20250842,225,10.251483154296855
baseline,standard,20250842,226,10.251483154296855
baseline,standard,20250842,227,10.253466796875038
baseline,standard,20250842,228,10.25444335937502
baseline,standard,20250842,229,10.25926513671876
baseline,standard,20250842,230,10.25926513671876
baseline,standard,20250842,231,10.265197753906275
baseline,standard,20250842,232,10.278448486328134
baseline,standard,20250842,233,10.290405273437527
baseline,standard,20250842,234,10.290405273437527
baseline,standard,20250842,235,10.295227050781266
baseline,standard,20250842,236,10.300994873046875
baseline,standard,20250842,237,10.307647705078155
baseline,standard,20250842,238,10.307647705078155
baseline,standard,20250842,239,10.310772705078147
baseline,standard,20250842,240,10.314733886718766
baseline,standard,20250842,241,10.316168212890624
baseline,standard,20250842,242,10.324603271484378
baseline,standard,20250842,243,10.324932861328136
baseline,standard,20250842,244,10.332470703125017
baseline,standard,20250842,245,10.332470703125017
baseline,standard,20250842,246,10.333117675781267
baseline,standard,20250842,247,10.333117675781267
baseline,standard,20250842,248,10.333117675781267
baseline,standard,20250842,249,10.333117675781267
baseline,standard,20250842,250,10.333117675781267
baseline,standard,20250842,251,10.333117675781267
baseline,standard,20250842,252,10.334472656249996
baseline,standard,20250842,253,10.340563964843772
baseline,standard,20250842,254,10.340563964843772
baseline,standard,20250842,255,10.340563964843772
baseline,standard,20250842,256,10.340563964843772
baseline,standard,20250842,257,10.340563964843772
baseline,standard,20250842,258,10.343005371093774
baseline,standard,20250842,259,10.343334960937502
baseline,standard,20250842,260,10.3455505371094
baseline,standard,20250842,261,10.350207519531267
baseline,standard,20250842,262,10.350207519531267
baseline,standard,20250842,263,10.350207519531267
baseline,standard,20250842,264,10.350207519531267
baseline,standard,20250842,265,10.350207519531267
baseline,standard,20250842,266,10.350207519531267
baseline,standard,20250842,267,10.350207519531267
baseline,standard,20250842,268,10.350207519531267
baseline,standard,20250842,269,10.350207519531267
baseline,standard,20250842,270,10.350427246093755
baseline,standard,20250842,271,10.350427246093755
baseline,standard,20250842,272,10.350427246093755
baseline,standard,20250842,273,10.350427246093755
baseline,standard,20250842,274,10.351647949218762
baseline,standard,20250842,275,10.352075195312523
baseline,standard,20250842,276,10.352075195312523
baseline,standard,20250842,277,10.352075195312523
baseline,standard,20250842,278,10.352075195312523
baseline,standard,20250842,279,10.352075195312523
baseline,standard,20250842,280,10.352075195312523
baseline,standard,20250842,281,10.352075195312523
baseline,standard,20250842,282,10.352075195312523
baseline,standard,20250842,283,10.360559082031262
baseline,standard,20250842,284,10.368493652343762
baseline,standard,20250842,285,10.368493652343762
baseline,standard,20250842,286,10.368792724609403
baseline,standard,20250842,287,10.368792724609403
baseline,standard,20250842,288,10.380419921875005
baseline,standard,20250842,289,10.380419921875005
baseline,standard,20250842,290,10.381494140625001
baseline,standard,20250842,291,10.381921386718759
baseline,standard,20250842,292,10.382519531250004
baseline,standard,20250842,293,10.38602905273438
baseline,standard,20250842,294,10.40755615234377
baseline,standard,20250842,295,10.41881103515625
baseline,standard,20250842,296,10.423858642578143
baseline,standard,20250842,297,10.430670166015636
baseline,standard,20250842,298,10.439202880859387
baseline,standard,20250842,299,10.446575927734386
baseline,standard,20250842,300,10.458728027343767
baseline,standard,20250842,301,10.458728027343767
baseline,standard,20250842,302,10.458728027343767
baseline,standard,20250842,303,10.458728027343767
baseline,standard,20250842,304,10.458728027343767
baseline,standard,20250842,305,10.458728027343767
baseline,standard,20250842,306,10.467962646484379
baseline,standard,20250842,307,10.467962646484379
baseline,standard,20250842,308,10.467962646484379
baseline,standard,20250842,309,10.467962646484379
baseline,standard,20250842,310,10.467962646484379
baseline,standard,20250842,311,10.467962646484379
baseline,standard,20250842,312,10.467962646484379
baseline,standard,20250842,313,10.467962646484379
baseline,standard,20250842,314,10.467962646484379
baseline,standard,20250842,315,10.467962646484379
baseline,standard,20250842,316,10.467962646484379
baseline,standard,20250842,317,10.473352050781255
baseline,standard,20250842,318,10.473352050781255
baseline,standard,20250842,319,10.487084960937509
baseline,standard,20250842,320,10.487084960937509
baseline,standard,20250842,321,10.490045166015637
baseline,standard,20250842,322,10.490045166015637
baseline,standard,20250842,323,10.493518066406264
baseline,standard,20250842,324,10.493518066406264
baseline,standard,20250842,325,10.499444580078139
baseline,standard,20250842,326,10.499444580078139
baseline,standard,20250842,327,10.499444580078139
baseline,standard,20250842,328,10.499444580078139
baseline,standard,20250842,329,10.499444580078139
baseline,standard,20250842,330,10.500427246093757
baseline,standard,20250842,331,10.511059570312522
baseline,standard,20250842,332,10.511059570312522
baseline,standard,20250842,333,10.511059570312522
baseline,standard,20250842,334,10.511059570312522
baseline,standard,20250842,335,10.511059570312522
baseline,standard,20250842,336,10.511059570312522
baseline,standard,20250842,337,10.511059570312522
baseline,standard,20250842,338,10.511059570312522
baseline,standard,20250842,339,10.511059570312522
baseline,standard,20250842,340,10.511059570312522
baseline,standard,20250842,341,10.511059570312522
baseline,standard,20250842,342,10.511059570312522
baseline,standard,20250842,343,10.511059570312522
baseline,standard,20250842,344,10.511059570312522
baseline,standard,20250842,345,10.511059570312522
baseline,standard,20250842,346,10.512213134765659
baseline,standard,20250842,347,10.512213134765659
baseline,standard,20250842,348,10.513220214843773
baseline,standard,20250842,349,10.513220214843773
baseline,standard,20250842,350,10.513421630859414
baseline,standard,20250842,351,10.514224243164097
baseline,standard,20250842,352,10.515124511718767
baseline,standard,20250842,353,10.515124511718767
baseline,standard,20250842,354,10.515124511718767
baseline,standard,20250842,355,10.515124511718767
baseline,standard,20250842,356,10.515228271484407
baseline,standard,20250842,357,10.515228271484407
baseline,standard,20250842,358,10.515228271484407
baseline,standard,20250842,359,10.51598510742189
baseline,standard,20250842,360,10.516479492187532
baseline,standard,20250842,361,10.51954345703127
baseline,standard,20250842,362,10.51954345703127
baseline,standard,20250842,363,10.51954345703127
baseline,standard,20250842,364,10.51954345703127
baseline,standard,20250842,365,10.520483398437518
baseline,standard,20250842,366,10.52952270507814
baseline,standard,20250842,367,10.531311035156246
baseline,standard,20250842,368,10.537023925781266
baseline,standard,20250842,369,10.54057617187502
baseline,standard,20250842,370,10.550305175781244
baseline,standard,20250842,371,10.555993652343767
baseline,standard,20250842,372,10.558282470703139
baseline,standard,20250842,373,10.561645507812507
baseline,standard,20250842,374,10.561645507812507
baseline,standard,20250842,375,10.56323852539063
baseline,standard,20250842,376,10.569775390625018
baseline,standard,20250842,377,10.569775390625018
baseline,standard,20250842,378,10.569775390625018
baseline,standard,20250842,379,10.569775390625018
baseline,standard,20250842,380,10.569775390625018
baseline,standard,20250842,381,10.570611572265657
baseline,standard,20250842,382,10.573052978515648
baseline,standard,20250842,383,10.573052978515648
baseline,standard,20250842,384,10.574377441406286
baseline,standard,20250842,385,10.574377441406286
baseline,standard,20250842,386,10.576135253906271
baseline,standard,20250842,387,10.577154541015638
baseline,standard,20250842,388,10.577154541015638
baseline,standard,20250842,389,10.577154541015638
baseline,standard,20250842,390,10.577343749999992
baseline,standard,20250842,391,10.577343749999992
baseline,standard,20250842,392,10.579980468750025
baseline,standard,20250842,393,10.581042480468792
baseline,standard,20250842,394,10.581042480468792
baseline,standard,20250842,395,10.581237792968754
baseline,standard,20250842,396,10.582299804687523
baseline,standard,20250842,397,10.582299804687523
baseline,standard,20250842,398,10.582299804687523
baseline,standard,20250842,399,10.582299804687523
baseline,standard,20250842,400,10.582299804687523
baseline,standard,20250842,401,10.58299560546876
baseline,standard,20250842,402,10.58299560546876
baseline,standard,20250842,403,10.58299560546876
baseline,standard,20250842,404,10.583166503906277
baseline,standard,20250842,405,10.583166503906277
baseline,standard,20250842,406,10.583215332031255
baseline,standard,20250842,407,10.583215332031255
baseline,standard,20250842,408,10.584704589843787
baseline,standard,20250842,409,10.58638305664062
baseline,standard,20250842,410,10.58638305664062
baseline,standard,20250842,411,10.58638305664062
baseline,standard,20250842,412,10.58731079101563
baseline,standard,20250842,413,10.591003417968754
baseline,standard,20250842,414,10.593566894531257
baseline,standard,20250842,415,10.600500488281266
baseline,standard,20250842,416,10.609020996093784
baseline,standard,20250842,417,10.614764404296889
baseline,standard,20250842,418,10.614764404296889
baseline,standard,20250842,419,10.617321777343768
baseline,standard,20250842,420,10.617321777343768
baseline,standard,20250842,421,10.620123291015652
baseline,standard,20250842,422,10.620721435546894
baseline,standard,20250842,423,10.620721435546894
baseline,standard,20250842,424,10.621948242187518
baseline,standard,20250842,425,10.621948242187518
