profile,region_index,seed,generation,best_duration_s
standard,1,20250906,85,4.5880196054
standard,1,20250906,86,4.5880200269
standard,1,20250906,87,4.5880200269
standard,1,20250906,88,4.5880200269
standard,1,20250906,89,4.5880200269
standard,1,20250906,90,4.5880200269
standard,1,20250906,91,4.5880218690
standard,1,20250906,92,4.5880218690
standard,1,20250906,93,4.5880218690
standard,1,20250906,94,4.5880218690
standard,1,20250906,95,4.5880218690
standard,1,20250906,96,4.5880218690
standard,1,20250906,97,4.5880298312
standard,1,20250906,98,4.5880298312
standard,1,20250906,99,4.5880298312
standard,1,20250906,100,4.5880435117
standard,1,20250906,101,4.5880435117
standard,1,20250906,102,4.5880435117
standard,1,20250906,103,4.5880435117
standard,1,20250906,104,4.5880435117
standard,1,20250906,105,4.5880435117
standard,1,20250906,106,4.5880435117
standard,1,20250906,107,4.5880435117
standard,1,20250906,108,4.5880435117
standard,1,20250906,109,4.5880435117
standard,1,20250906,110,4.5880435117
standard,1,20250906,111,4.5880435117
standard,1,20250906,112,4.5880435117
standard,1,20250906,113,4.5880529271
standard,1,20250906,114,4.5880529271
standard,1,20250906,115,4.5880529271
standard,1,20250906,116,4.5880529271
standard,1,20250906,117,4.5880529271
standard,1,20250906,118,4.5880529271
standard,2,20250907,1,4.5728400252
standard,2,20250907,2,4.5728400252
standard,2,20250907,3,4.5728400252
standard,2,20250907,4,4.5728400252
standard,2,20250907,5,4.5728400252
standard,2,20250907,6,4.5728400252
standard,2,20250907,7,4.5728400252
standard,2,20250907,8,4.5728400252
standard,2,20250907,9,4.5728400252
standard,2,20250907,10,4.5728400252
standard,2,20250907,11,4.5728400252
standard,2,20250907,12,4.5808510470
standard,2,20250907,13,4.5808510470
standard,2,20250907,14,4.5808510470
standard,2,20250907,15,4.5808510470
standard,2,20250907,16,4.5808510470
standard,2,20250907,17,4.5808510470
standard,2,20250907,18,4.5808510470
standard,2,20250907,19,4.5808510470
standard,2,20250907,20,4.5831758369
standard,2,20250907,21,4.5831758369
standard,2,20250907,22,4.5863270730
standard,2,20250907,23,4.5863270730
standard,2,20250907,24,4.5874892297
standard,2,20250907,25,4.5874892297
standard,2,20250907,26,4.5874892297
standard,2,20250907,27,4.5874892297
standard,2,20250907,28,4.5874892297
standard,2,20250907,29,4.5874892297
standard,2,20250907,30,4.5874892297
standard,2,20250907,31,4.5874892297
standard,2,20250907,32,4.5874892297
standard,2,20250907,33,4.5874892297
standard,2,20250907,34,4.5874892297
standard,2,20250907,35,4.5874892297
standard,2,20250907,36,4.5874892297
standard,2,20250907,37,4.5874892297
standard,2,20250907,38,4.5874892297
standard,2,20250907,39,4.5877603658
standard,2,20250907,40,4.5877603658
standard,2,20250907,41,4.5877603658
standard,2,20250907,42,4.5878115124
standard,2,20250907,43,4.5878115124
standard,2,20250907,44,4.5878249547
standard,2,20250907,45,4.5878249547
standard,2,20250907,46,4.5878249547
standard,2,20250907,47,4.5878249547
standard,2,20250907,48,4.5878249547
standard,2,20250907,49,4.5878249547
standard,2,20250907,50,4.5878722293
standard,2,20250907,51,4.5878722293
standard,2,20250907,52,4.5878722293
standard,2,20250907,53,4.5878722293
standard,2,20250907,54,4.5878722293
standard,2,20250907,55,4.5878722293
standard,2,20250907,56,4.5878722293
standard,2,20250907,57,4.5878722293
standard,2,20250907,58,4.5878722293
standard,2,20250907,59,4.5878836986
standard,2,20250907,60,4.5879025442
standard,2,20250907,61,4.5879025442
standard,2,20250907,62,4.5879025442
standard,2,20250907,63,4.5879025442
standard,2,20250907,64,4.5879025442
standard,2,20250907,65,4.5879025442
standard,2,20250907,66,4.5879025442
standard,2,20250907,67,4.5879255200
standard,2,20250907,68,4.5879255200
standard,2,20250907,69,4.5879255200
standard,2,20250907,70,4.5879533377
standard,2,20250907,71,4.5879533377
standard,2,20250907,72,4.5879533377
standard,2,20250907,73,4.5879533377
standard,2,20250907,74,4.5879533377
standard,2,20250907,75,4.5879533377
standard,2,20250907,76,4.5879533377
standard,2,20250907,77,4.5879533377
standard,2,20250907,78,4.5879533377
standard,2,20250907,79,4.5879533377
standard,2,20250907,80,4.5879533377
standard,2,20250907,81,4.5879533377
standard,2,20250907,82,4.5879533377
standard,2,20250907,83,4.5879533377
standard,2,20250907,84,4.5879533377
standard,2,20250907,85,4.5879533377
standard,2,20250907,86,4.5879533377
standard,2,20250907,87,4.5879533377
standard,2,20250907,88,4.5879533377
standard,2,20250907,89,4.5879533377
standard,2,20250907,90,4.5879622043
standard,2,20250907,91,4.5879622043
standard,2,20250907,92,4.5879717679
standard,2,20250907,93,4.5879717679
standard,2,20250907,94,4.5879717679
standard,2,20250907,95,4.5879717679
standard,2,20250907,96,4.5879753680
standard,2,20250907,97,4.5879753680
standard,2,20250907,98,4.5879753680
standard,2,20250907,99,4.5879753680
standard,2,20250907,100,4.5879753680
standard,2,20250907,101,4.5879753680
standard,2,20250907,102,4.5879753680
standard,2,20250907,103,4.5879813278
standard,2,20250907,104,4.5879813278
standard,2,20250907,105,4.5879813278
standard,2,20250907,106,4.5880036788
standard,2,20250907,107,4.5880063320
standard,2,20250907,108,4.5880063320
standard,2,20250907,109,4.5880175208
standard,2,20250907,110,4.5880175208
standard,2,20250907,111,4.5880175208
standard,2,20250907,112,4.5880175208
standard,2,20250907,113,4.5880175208
standard,2,20250907,114,4.5880175208
standard,2,20250907,115,4.5880175208
standard,2,20250907,116,4.5880190239
standard,2,20250907,117,4.5880190239
standard,2,20250907,118,4.5880190239
standard,2,20250907,119,4.5880190239
standard,2,20250907,120,4.5880190239
standard,3,20250908,1,4.5691932330
standard,3,20250908,2,4.5691932330
standard,3,20250908,3,4.5761671865
standard,3,20250908,4,4.5761671865
standard,3,20250908,5,4.5761671865
standard,3,20250908,6,4.5761671865
standard,3,20250908,7,4.5814576763
standard,3,20250908,8,4.5814576763
standard,3,20250908,9,4.5814576763
standard,3,20250908,10,4.5814576763
standard,3,20250908,11,4.5814576763
standard,3,20250908,12,4.5829179358
standard,3,20250908,13,4.5829179358
standard,3,20250908,14,4.5829179358
standard,3,20250908,15,4.5829179358
standard,3,20250908,16,4.5849736534
standard,3,20250908,17,4.5849736534
standard,3,20250908,18,4.5863531394
standard,3,20250908,19,4.5863531394
standard,3,20250908,20,4.5863531394
standard,3,20250908,21,4.5863531394
standard,3,20250908,22,4.5863531394
standard,3,20250908,23,4.5863531394
standard,3,20250908,24,4.5863531394
standard,3,20250908,25,4.5863531394
standard,3,20250908,26,4.5863531394
standard,3,20250908,27,4.5863531394
standard,3,20250908,28,4.5863531394
standard,3,20250908,29,4.5863531394
standard,3,20250908,30,4.5868692153
standard,3,20250908,31,4.5868692153
standard,3,20250908,32,4.5868692153
standard,3,20250908,33,4.5868692153
standard,3,20250908,34,4.5869344492
standard,3,20250908,35,4.5877711105
standard,3,20250908,36,4.5877711105
standard,3,20250908,37,4.5877711105
standard,3,20250908,38,4.5877711105
standard,3,20250908,39,4.5877711105
standard,3,20250908,40,4.5877711105
standard,3,20250908,41,4.5877711105
standard,3,20250908,42,4.5877711105
standard,3,20250908,43,4.5878072210
standard,3,20250908,44,4.5878072210
standard,3,20250908,45,4.5878072210
standard,3,20250908,46,4.5878072210
standard,3,20250908,47,4.5878072210
standard,3,20250908,48,4.5878072210
standard,3,20250908,49,4.5878072210
standard,3,20250908,50,4.5878072210
standard,3,20250908,51,4.5878072210
standard,3,20250908,52,4.5878072210
standard,3,20250908,53,4.5878072210
standard,3,20250908,54,4.5878072210
standard,3,20250908,55,4.5878072210
standard,3,20250908,56,4.5878939962
standard,3,20250908,57,4.5878939962
standard,3,20250908,58,4.5878939962
standard,3,20250908,59,4.5878939962
standard,3,20250908,60,4.5878939962
standard,3,20250908,61,4.5878939962
standard,3,20250908,62,4.5878939962
standard,3,20250908,63,4.5878939962
standard,3,20250908,64,4.5878939962
standard,3,20250908,65,4.5878941189
standard,3,20250908,66,4.5878941189
standard,3,20250908,67,4.5878941189
standard,3,20250908,68,4.5878941189
standard,3,20250908,69,4.5878941189
standard,3,20250908,70,4.5878941189
standard,3,20250908,71,4.5878941189
standard,3,20250908,72,4.5878941189
standard,3,20250908,73,4.5878941189
standard,3,20250908,74,4.5879073174
standard,3,20250908,75,4.5879081780
standard,3,20250908,76,4.5879081780
standard,3,20250908,77,4.5879081780
standard,3,20250908,78,4.5879081780
standard,3,20250908,79,4.5879081780
standard,3,20250908,80,4.5879081780
standard,3,20250908,81,4.5879214855
standard,3,20250908,82,4.5879214855
standard,3,20250908,83,4.5879214855
standard,3,20250908,84,4.5879488239
standard,3,20250908,85,4.5879488239
standard,3,20250908,86,4.5879488239
standard,3,20250908,87,4.5879488239
standard,3,20250908,88,4.5879488239
standard,3,20250908,89,4.5879552406
standard,3,20250908,90,4.5879552406
standard,3,20250908,91,4.5879552406
standard,3,20250908,92,4.5879552406
standard,3,20250908,93,4.5879633584
standard,3,20250908,94,4.5879653830
standard,3,20250908,95,4.5879653830
standard,3,20250908,96,4.5879755419
standard,3,20250908,97,4.5879901684
standard,4,20250909,1,4.5590594998
standard,4,20250909,2,4.5590594998
standard,4,20250909,3,4.5590594998
standard,4,20250909,4,4.5590594998
standard,4,20250909,5,4.5590594998
standard,4,20250909,6,4.5590594998
standard,4,20250909,7,4.5590594998
standard,4,20250909,8,4.5590594998
standard,4,20250909,9,4.5590594998
standard,4,20250909,10,4.5590594998
standard,4,20250909,11,4.5590594998
standard,4,20250909,12,4.5590594998
standard,4,20250909,13,4.5590594998
standard,4,20250909,14,4.5590594998
standard,4,20250909,15,4.5624048238
standard,4,20250909,16,4.5624048238
standard,4,20250909,17,4.5624048238
standard,4,20250909,18,4.5624048238
standard,4,20250909,19,4.5624048238
standard,4,20250909,20,4.5624048238
standard,4,20250909,21,4.5833969419
standard,4,20250909,22,4.5833969419
standard,4,20250909,23,4.5833969419
standard,4,20250909,24,4.5833969419
standard,4,20250909,25,4.5833969419
standard,4,20250909,26,4.5833969419
standard,4,20250909,27,4.5838903935
standard,4,20250909,28,4.5857687645
standard,4,20250909,29,4.5857687645
standard,4,20250909,30,4.5857687645
standard,4,20250909,31,4.5857687645
standard,4,20250909,32,4.5864125593
standard,4,20250909,33,4.5865530333
standard,4,20250909,34,4.5865774827
standard,4,20250909,35,4.5865774827
standard,4,20250909,36,4.5865774827
standard,4,20250909,37,4.5865774827
standard,4,20250909,38,4.5875785260
standard,4,20250909,39,4.5875785260
standard,4,20250909,40,4.5875785260
standard,4,20250909,41,4.5875785260
standard,4,20250909,42,4.5875785260
standard,4,20250909,43,4.5877754556
standard,4,20250909,44,4.5877754556
standard,4,20250909,45,4.5877754556
standard,4,20250909,46,4.5877754556
standard,4,20250909,47,4.5877754556
standard,4,20250909,48,4.5877754556
standard,4,20250909,49,4.5877754556
standard,4,20250909,50,4.5877754556
standard,4,20250909,51,4.5878314154
standard,4,20250909,52,4.5878314154
standard,4,20250909,53,4.5878314154
standard,4,20250909,54,4.5879568997
standard,4,20250909,55,4.5879568997
standard,4,20250909,56,4.5879568997
standard,4,20250909,57,4.5879568997
standard,4,20250909,58,4.5879885404
standard,4,20250909,59,4.5879885404
standard,4,20250909,60,4.5879885404
standard,4,20250909,61,4.5879885404
standard,4,20250909,62,4.5879885404
standard,4,20250909,63,4.5879885404
standard,4,20250909,64,4.5879885404
standard,4,20250909,65,4.5879885404
standard,4,20250909,66,4.5879885404
standard,4,20250909,67,4.5879885404
standard,4,20250909,68,4.5879885404
standard,4,20250909,69,4.5880228119
standard,4,20250909,70,4.5880228119
standard,4,20250909,71,4.5880228119
standard,4,20250909,72,4.5880228119
standard,4,20250909,73,4.5880228119
standard,4,20250909,74,4.5880228119
standard,4,20250909,75,4.5880228119
standard,4,20250909,76,4.5880228119
standard,4,20250909,77,4.5880228119
standard,4,20250909,78,4.5880228119
standard,4,20250909,79,4.5880228119
standard,4,20250909,80,4.5880228119
standard,4,20250909,81,4.5880228119
standard,4,20250909,82,4.5880228119
standard,4,20250909,83,4.5880228119
standard,4,20250909,84,4.5880228119
standard,4,20250909,85,4.5880228119
standard,4,20250909,86,4.5880228119
standard,4,20250909,87,4.5880228119
standard,4,20250909,88,4.5880228119
standard,4,20250909,89,4.5880228119
standard,4,20250909,90,4.5880228119
standard,4,20250909,91,4.5880228119
standard,4,20250909,92,4.5880228119
standard,4,20250909,93,4.5880228119
standard,4,20250909,94,4.5880263670
standard,4,20250909,95,4.5880263670
standard,4,20250909,96,4.5880277462
standard,4,20250909,97,4.5880277462
standard,4,20250909,98,4.5880302980
standard,4,20250909,99,4.5880329020
standard,4,20250909,100,4.5880350119
standard,4,20250909,101,4.5880354380
standard,4,20250909,102,4.5880354380
standard,4,20250909,103,4.5880354380
standard,4,20250909,104,4.5880410569
